run,seed,model_kind,chunk_size,num_chunks,allocation_mode,allocation_strength,train_steps,exact_at_3000,exact_at_6000,candidate_at_6000,final_loss,batch_loss,final_address_movement,final_mean_memory_usage,final_usage_entropy,final_allocation_gate,final_write_gate,run_seconds_to_final_step,kaggle_slug
018a_chunk_local_seed1337,1337,chunk_local,16,16,off,0.0,6000,0.043741863511968404,0.04223632940556854,0.4763590581715107,3.1317846849560738,3.13813853263855,0.0,0.0,0.0,0.0,0.0,1278.992512647,marcoshernanz/llm-lab-memory-018a-pressure-chunk-local
018b_memory_off_seed1337,1337,memory,16,16,off,0.0,6000,0.1466878317296505,0.2528890063986182,0.9936523605138063,1.8406266458332539,1.8640743494033813,0.016913607949391007,0.14463143283501267,0.7888109553605318,0.0,0.09214560547843575,2451.975852479,marcoshernanz/llm-lab-memory-018b-pressure-memory-off
018c_memory_usage_penalty_100_seed1337,1337,memory,16,16,usage_penalty,1.0,6000,0.11999512137845159,0.11783854477107525,0.7758382335305214,2.9400248751044273,2.9363796710968018,0.014639324188465253,0.09878958645276725,0.734473617747426,0.38317737355828285,0.05954395199660212,2949.350391793,marcoshernanz/llm-lab-memory-018c-pressure-usage-penalty
018d_full_context_seed1337,1337,full_context,256,1,off,0.0,6000,0.2558593819849193,0.2583414800465107,1.0,1.7273116894066334,1.7171176671981812,0.0,0.0,0.0,0.0,0.0,479.223105775,marcoshernanz/llm-lab-memory-018d-pressure-full-context
018e_memory_off_seed2026,2026,memory,16,16,off,0.0,6000,0.2592773512005806,0.25980632519349456,1.0,1.697592705488205,1.6908674240112305,0.01820366980973631,0.1434749555774033,0.7318132743239403,0.0,0.10474779177457094,2951.250277364,marcoshernanz/llm-lab-memory-018e-pressure-memory-off-seed2026
018f_full_context_seed2026,2026,full_context,256,1,off,0.0,6000,0.25927735306322575,0.25500489119440317,1.0,1.7188544422388077,1.707525610923767,0.0,0.0,0.0,0.0,0.0,463.666926888,marcoshernanz/llm-lab-memory-018f-pressure-full-context-seed2026
018g_memory_usage_penalty_025_seed1337,1337,memory,16,16,usage_penalty,0.25,6000,0.1694742883555591,0.2188720740377903,0.9797363430261612,2.266043409705162,2.2745182514190674,0.014913960767444223,0.11990760057233274,0.7632950227707624,0.0538493791827932,0.08303521946072578,2464.26638887,marcoshernanz/llm-lab-memory-018g-pressure-usage-penalty-025
